"Station.name","Lens","DepthClass","StratClass","SurfaceAreaClass","DevelopmentClass","NtPClass","Year","Depth","Long","Lat","Sampling.number","Total.Depth","Final.Depth","Max.Depth","Secchi","MLD","Temp","DO","DO_sat","Alk","TN","TP","Chla","TN_uM","TP_uM","Air.Temperature...AT","Ammonium...NH4","CTI_Chlorophyll","CTI_Secchi","CTI_TP","Dissolved.Oxygen.Concentration...Final...DO_FINAL","Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL","Nitrate...Nitrite...NOX","Orthophosphate...PO4","Oxidation.Reduction.Potential...ORP","Percent.Secchi...SECCHI_PCT","pH","Phaeo","Sal","Specific.Conductivity...COND","Total.Dissolved.Solids...TDS","Total.Pigments...TOTAL_PIGMENTS","Month","Year_frac","Size","PercentDeveloped","Final.Depth.ft","Secchi_flag","MLD_flag","Temp_flag","DO_flag","DO_sat_flag","Alk_flag","TN_flag","TP_flag","Chla_flag","TN_uM_flag"
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2003,5,-69.95501333,41.77954119,270233,NA,6.799917312,5.75,2.98,3,16.5,0.43,4.32581290424864,2.01,616.2948,30.97,9.77,44,1,NA,NA,52.96,NA,53.65,NA,NA,NA,NA,NA,NA,6.38,2.44,NA,NA,NA,NA,9,2003.75,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2004,4.5,-69.95501333,41.77954119,262533.5,NA,6.799917312,5.75,4.065,4,21.05,3.655,39.5739837637145,28.45,391.347198,15.49,2.5,27.94,0.5,NA,NA,39.59,NA,43.66,NA,NA,NA,NA,NA,NA,6.7,1.8,NA,NA,NA,NA,8.5,2004.70833333333,6.671347546,20,22.30944,2,2,2,3,3,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2005,5,-69.95501333,41.77954119,254754.5,NA,6.799917312,5.75,3.135,3,18.85,1.16,12.5884441371178,26.23,389.806461,18.58,5.63,27.83,0.6,NA,NA,47.55,NA,46.29,NA,NA,NA,NA,NA,NA,6.64,3.07,NA,NA,NA,NA,8.5,2005.70833333333,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2006,5,-69.95501333,41.77954119,256336,NA,6.799917312,5.75,2.93,3,16.85,0.12,1.21313643483711,26.735,718.403643,56.96,28.95,51.29,1.84,NA,NA,63.39,NA,61.715,NA,NA,NA,NA,NA,NA,6.375,3.26,NA,NA,NA,NA,8.5,2006.70833333333,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2008,4.5,-69.95501333,41.77954119,265423,NA,6.799917312,5.75,0.4,3,20.4,0.13,1.41244015381864,27,762.244614,37.17,16.67,54.42,1.2,NA,NA,58.2,NA,56.29,NA,NA,NA,NA,NA,NA,6.46,7.81,NA,NA,NA,NA,8,2008.66666666667,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2009,5.5,-69.95501333,41.77954119,266638,NA,6.799917312,5.75,3,4,16.3,0.2,2.00382171074753,30.9,1052.463438,64.44,161.43,75.14,2.08,NA,NA,80.47,NA,64.22,NA,NA,NA,NA,NA,NA,6.09,95.23,NA,NA,NA,NA,9,2009.75,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2012,5,-69.95501333,41.77954119,268982,NA,6.799917312,5.75,0.86,3,17.5,0.17,1.7450785516467,28.6,1165.077306,97.88,25.15,83.18,3.16,NA,NA,62.24,NA,70.25,NA,NA,NA,NA,NA,NA,6.19,38.21,NA,NA,NA,NA,8,2012.66666666667,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2013,5,-69.95501333,41.77954119,258839,NA,6.799917312,5.75,1.3,2,14.3,0.22,2.11461983719463,26.1,1409.914422,83.01,45.75,100.66,2.68,NA,NA,68.11,NA,67.87,NA,NA,NA,NA,NA,NA,6.4,46.65,NA,NA,NA,NA,8,2013.66666666667,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2014,5,-69.95501333,41.77954119,260393,NA,6.799917312,5.75,3.83,3,18,0.72,7.46500556152451,20.6,1185.947289,70.93,72.07,84.67,2.29,NA,NA,72.56,NA,65.6,NA,NA,NA,NA,NA,NA,6.85,30.32,NA,NA,NA,NA,8,2014.66666666667,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2018,5.3,-69.95501333,41.77954119,339633,NA,6.799917312,5.75,1.25,3,14.4,0.19,1.83011147586053,72.3,2563.646301,213.1,32.99,183.03,6.88,NA,NA,64.9,NA,81.47,NA,NA,NA,NA,NA,NA,6.35,55.44,NA,NA,NA,NA,9,2018.75,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep","Stratified","Small","Medium","P-limited",2019,5,-69.95501333,41.77954119,339883,NA,6.799917312,5.75,1.34,3,15.5,0.17,1.67548326966627,45,843.483474,106.55,77.26,60.22,3.44,NA,NA,73.25,NA,71.47,NA,NA,NA,NA,NA,NA,5.94,77.37,NA,NA,NA,154.63,9,2019.75,6.671347546,20,22.30944,2,2,2,2,2,2,2,2,2,2
"OR-142-01 / Uncle Harveys Pond","Nauset","Deep",NA,"Small","Medium","P-limited",2010,4.8,-69.95501333,41.77954119,258455,NA,6.799917312,5.75,NA,NA,NA,NA,NA,14.5,881.581698,32.85,21.62,62.94,1.06,NA,NA,60.75,NA,54.5,NA,NA,NA,NA,NA,NA,7.01,12.82,NA,NA,NA,NA,9,2010.75,6.671347546,20,22.30944,4,4,4,4,4,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Mixed","Very Small","Low","P-limited",2004,8,-70.01627842,41.77041718,260944,NA,8.99989056,9,3.25,7,20.4,2.34,25.423516156639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2004.75,3.902415946,10,29.5272,2,2,2,2,2,4,4,4,4,4
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2005,7,-70.01627842,41.77041718,253800,NA,8.99989056,9,4.66,4,13.4,4.7,44.3201532026679,2.42,196.934202,9.29,7.4,14.06,0.3,NA,NA,50.23,NA,36.29,NA,NA,NA,NA,NA,NA,5.58,0.36,NA,NA,NA,NA,8,2005.66666666667,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2006,7,-70.01627842,41.77041718,255372,NA,8.99989056,9,2.6,4,11,0.42,3.75838244553482,4.24,612.933192,17.19,30.27,43.76,0.56,NA,NA,64.05,NA,45.17,NA,NA,NA,NA,NA,NA,5.49,17.95,NA,NA,NA,NA,9,2006.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2007,8,-70.01627842,41.77041718,263385,NA,8.99989056,9,2.4,4,9.2,0.08,0.687333648605769,4.2,671.060997,62.41,152.82,47.91,2.01,NA,NA,79.94,NA,63.76,NA,NA,NA,NA,NA,NA,5.39,42.12,NA,NA,NA,NA,9,2007.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2008,7,-70.01627842,41.77041718,264709,NA,8.99989056,9,4.3,5,15.6,2.85,28.1468152555631,2.2,295.961571,11.46,8.36,21.13,0.37,NA,NA,51.43,NA,39.32,NA,NA,NA,NA,NA,NA,5.8,3.13,NA,NA,NA,NA,9,2008.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2009,7.6,-70.01627842,41.77041718,265993,NA,8.99989056,9,4.5,3,10,1.50860403980706,13.2,1.9,318.652425,9.88,28.83,22.75,0.32,NA,NA,63.58,NA,37.18,NA,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,NA,8,2009.66666666667,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2010,7,-70.01627842,41.77041718,257966,NA,8.99989056,9,3,3,9.9,1.13,9.86493324655824,2.3,427.484484,12.08,8.41,30.52,0.39,NA,NA,51.49,NA,40.08,NA,NA,NA,NA,NA,NA,5.92,1.27,NA,NA,NA,NA,9,2010.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2011,7,-70.01627842,41.77041718,267255,NA,8.99989056,9,3.55,4,8.8,19.1473302288797,163,2.6,372.298086,12.08,5.1,26.58,0.39,NA,NA,46.58,NA,40.08,NA,NA,NA,NA,NA,NA,6.21,1.37,NA,NA,NA,NA,9,2011.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2012,7,-70.01627842,41.77041718,268371,NA,8.99989056,9,4.4,5,14.7,0.21,2.03552127608296,4.5,599.206626,52.35,38.24,42.78,1.69,NA,NA,66.35,NA,61.22,NA,NA,NA,NA,NA,NA,5.71,9.37,NA,NA,NA,NA,9,2012.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2014,7.5,-70.01627842,41.77041718,259938,NA,8.99989056,9,4.5,5,12.05,0.205,1.87875258458899,8.5,838.721196,86.11,151.36,59.88,2.78,NA,NA,79.84,NA,68.4,NA,NA,NA,NA,NA,NA,5.59,103.62,NA,NA,NA,NA,9,2014.75,3.902415946,10,29.5272,2,2,2,2,2,2,2,2,2,2
"BR-162-01 / Owl Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2016,9,-70.01627842,41.77041718,256814,NA,8.99989056,9,5.8,5,11.4,0.1,0.90282338638799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2016.75,3.902415946,10,29.5272,2,2,2,2,2,4,4,4,4,4
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2001,15,-70.00370308,41.76672903,271864,NA,18.288,18,3.27,7,8.8,0.41,3.49016930034397,5.4,624.69882,37.48,7.68,44.6,1.21,NA,NA,50.6,NA,56.41,NA,NA,NA,NA,NA,NA,6.02,4.52,NA,NA,NA,NA,9,2001.75,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2002,16,-70.00370308,41.76672903,270619,NA,18.288,18,4.24,8,10,0.3,2.62483769744024,13.3,951.05493,50.8,0.2,67.9,1.64,NA,NA,14.81,NA,60.79,NA,NA,NA,NA,NA,NA,6.16,25.51,NA,NA,NA,NA,9,2002.75,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2003,17.5,-70.00370308,41.76672903,270113,NA,18.288,18,6.77,6,9.7,0.08,0.695201095494424,0.48,581.27805,30.97,0.03,41.5,1,NA,NA,-5.59,NA,53.65,NA,NA,NA,NA,NA,NA,5.94,11.65,NA,NA,NA,NA,9,2003.75,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2004,16,-70.00370308,41.76672903,262193,NA,18.288,18,7.435,8,10.2,0.25,2.19648441294876,5.85,301.424184,24.78,1.1,21.52,0.8,NA,NA,31.53,NA,50.44,NA,NA,NA,NA,NA,NA,5.71,0.4,NA,NA,NA,NA,8.5,2004.70833333333,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2005,17,-70.00370308,41.76672903,254555,NA,18.288,18,9.24,6,9,2.33,19.9258995856549,7.06,377.340498,24.78,46.45,26.94,0.8,NA,NA,68.25,NA,50.44,NA,NA,NA,NA,NA,NA,5.8,3.35,NA,NA,NA,NA,8,2005.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,3,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2006,17,-70.00370308,41.76672903,256106,NA,18.288,18,7.79,6,8.8,2.255,19.1901543459379,6.655,429.3753885,15.445,0.69,30.655,0.5,NA,NA,26.96,NA,42.09,NA,NA,NA,NA,NA,NA,5.67,8.58,NA,NA,NA,NA,8.5,2006.70833333333,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2008,17,-70.00370308,41.76672903,265313,NA,18.288,18,7.24,8,9.3,0.29,2.49719644422872,6.2,468.243981,28.81,0.03,33.43,0.93,NA,NA,-5.59,NA,52.61,NA,NA,NA,NA,NA,NA,6.1,54.54,NA,NA,NA,NA,8,2008.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2009,16.25,-70.00370308,41.76672903,266525,NA,18.288,18,8.7,9,9,0.48,4.10492116736265,17.9,950.214528,56.02,NA,67.84,1.81,NA,NA,NA,NA,62.2,NA,NA,NA,NA,NA,NA,6.38,131.02,NA,NA,NA,NA,9,2009.75,31.1420429,8,60,2,2,2,2,2,2,2,2,4,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2010,17.5,-70.00370308,41.76672903,258356,NA,18.288,18,7.55,7,8.9,0.18,1.5357924921233,4.7,454.517415,50.78,NA,32.45,1.64,NA,NA,NA,NA,60.78,NA,NA,NA,NA,NA,NA,5.78,62.72,NA,NA,NA,NA,8,2010.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,4,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2011,17,-70.00370308,41.76672903,267676,NA,18.288,18,9.875,8,9.55,0.255,2.20755821487172,7.1,593.323812,52.965,0.03,42.36,1.71,NA,NA,-5.59,NA,61.39,NA,NA,NA,NA,NA,NA,6.205,62,NA,NA,NA,NA,8.5,2011.70833333333,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2012,16.5,-70.00370308,41.76672903,268868,NA,18.288,18,7.64,7,9.6,0.15,1.30054267715861,6.6,508.303143,51.11,0.03,36.29,1.65,NA,NA,-5.59,NA,60.88,NA,NA,NA,NA,NA,NA,5.87,38.63,NA,NA,NA,NA,8,2012.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2013,17,-70.00370308,41.76672903,258779,NA,18.288,18,9.55,7,9.1,0.18,1.54288575482648,8.8,547.101702,16.73,1.79,39.06,0.54,NA,NA,36.31,NA,44.77,NA,NA,NA,NA,NA,NA,6.2,9.79,NA,NA,NA,NA,8,2013.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2014,17,-70.00370308,41.76672903,259732,NA,18.288,18,8.8,7,8.7,4.13,35.0755251668032,10.3,750.75912,70.93,0.03,53.6,2.29,NA,NA,-3.8,NA,65.6,NA,NA,NA,NA,NA,NA,6.18,81.17,NA,NA,NA,NA,8,2014.66666666667,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2016,17,-70.00370308,41.76672903,257298,NA,18.288,18,5.8,7,9.2,0.69,5.92799622317625,13.5,717.563241,89.51,0.03,51.23,2.89,NA,NA,-3.8,NA,68.96,NA,NA,NA,NA,NA,NA,6.01,106,NA,NA,NA,106.03,9,2016.75,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2017,15,-70.00370308,41.76672903,339316,17.3,18.288,18,7.2,7,9.4,11.45,98.8231226230902,7.7,257.443146,44.6,0.03,18.38,1.44,NA,NA,-3.8,31.55,58.91,NA,NA,NA,NA,NA,NA,5.71,43.61,NA,NA,NA,NA,8,2017.66666666667,31.1420429,8,60,2,2,2,3,3,2,2,2,2,2
"OR-167-01 / Bakers Pond","Nauset","Deep","Stratified","Medium","Low","P-limited",2018,16,-70.00370308,41.76672903,339456,NA,18.288,18,5.5,6,8.2,0.13,1.09132076268911,10.6,511.104483,46.46,0.03,36.49,1.5,NA,NA,-3.8,NA,59.5,NA,NA,NA,NA,NA,NA,6.08,12.13,NA,NA,NA,NA,9,2018.75,31.1420429,8,60,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Mixed","Very Small","Very Low","P-limited",2010,3.2,-69.98823964,41.76624797,258395,NA,4.649943456,4.15,1.93,3.2,22.1,5.41,60.6990769848282,1.5,349.747299,8.2,3.13,24.97,0.26,NA,NA,41.78,NA,34.49,NA,NA,NA,NA,NA,NA,6,0.59,NA,NA,NA,NA,8,2010.66666666667,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Mixed","Very Small","Very Low","P-limited",2011,3.3,-69.98823964,41.76624797,267747,NA,4.649943456,4.15,3.8,3.3,24.9,3.63,42.8678993677405,2.2,353.389041,13.32,2.46,25.23,0.43,NA,NA,39.43,NA,41.49,NA,NA,NA,NA,NA,NA,6,1.6,NA,NA,NA,NA,8,2011.66666666667,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Mixed","Very Small","Very Low","P-limited",2017,3.35,-69.98823964,41.76624797,339377,3.85,4.649943456,4.15,3.1,3.35,24.7,1.52,17.8858534268187,2.7,486.172557,22.3,4.85,34.71,0.72,NA,NA,46.09,43.7,48.92,NA,NA,NA,NA,NA,NA,5.53,2.97,NA,NA,NA,NA,8,2017.66666666667,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2001,3.5,-69.98823964,41.76624797,271925,NA,4.649943456,4.15,3.01,3,23.4,1.27,14.5957179120907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001.75,4.200630463,1,15.25572,2,2,2,2,2,4,4,4,4,4
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2003,3.5,-69.98823964,41.76624797,270173,NA,4.649943456,4.15,2.47,2,18.4,0.11,1.14956664281221,2.1,732.55041,21.68,52.9,52.3,0.7,NA,NA,69.53,NA,48.51,NA,NA,NA,NA,NA,NA,6.01,36.77,NA,NA,NA,NA,9,2003.75,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2005,3.85,-69.98823964,41.76624797,254659,NA,4.649943456,4.15,1.49,1,14.5,1.62,15.6370688737994,17.96,633.803175,58.85,169.79,45.25,1.9,NA,NA,80.97,NA,62.91,NA,NA,NA,NA,NA,NA,5.96,62.09,NA,NA,NA,NA,8,2005.66666666667,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2006,3.5,-69.98823964,41.76624797,256218,NA,4.649943456,4.15,3.095,3,19,6.06,64.0818699035054,4.54,560.968335,26.73,8.455,40.05,0.77,NA,NA,52.33,NA,51.53,NA,NA,NA,NA,NA,NA,5.795,3.305,NA,NA,NA,NA,8.5,2006.70833333333,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2009,3.3,-69.98823964,41.76624797,266579,NA,4.649943456,4.15,3.15,2,24.2,1.02,11.8945677198963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2009.66666666667,4.200630463,1,15.25572,2,2,2,2,2,4,4,4,4,4
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2013,3.18,-69.98823964,41.76624797,258816,NA,4.649943456,4.15,2.45,3,23.7,1.42,16.4093573341048,3.4,328.877316,17.96,3.35,23.48,0.58,NA,NA,42.46,NA,45.8,NA,NA,NA,NA,NA,NA,5.9,1.09,NA,NA,NA,NA,8,2013.66666666667,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2018,3.5,-69.98823964,41.76624797,339521,NA,4.649943456,4.15,3.3,2,22.8,0.35,3.97829556782843,4.5,290.919159,23.23,2.79,20.77,0.75,NA,NA,40.67,NA,49.51,NA,NA,NA,NA,NA,NA,5.51,4.96,NA,NA,NA,NA,9,2018.75,4.200630463,1,15.25572,2,2,2,2,2,2,2,2,2,2
"OR-174-01 / Gould Pond","Nauset","Deep","Stratified","Very Small","Very Low","P-limited",2019,3.5,-69.98823964,41.76624797,339746,NA,4.649943456,4.15,3.35,3,23.9,0.56,6.49489594005347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2019.66666666667,4.200630463,1,15.25572,2,2,2,2,2,4,4,4,4,4
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2001,8,-69.97827801,41.76401181,271946,NA,9.144,10.5,1.72,5,12.8,0.17,1.58251147859701,24.6,588.2814,455.31,5.62,42,14.7,NA,NA,47.54,NA,92.41,NA,NA,NA,NA,NA,NA,6.18,15.45,NA,NA,NA,NA,9,2001.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2002,8,-69.97827801,41.76401181,270697,NA,9.144,10.5,1.35,4,12.9,0.13,1.21277170470363,20.4,871.21674,43.98,6.69,62.2,1.42,NA,NA,49.25,NA,58.71,NA,NA,NA,NA,NA,NA,6.27,19.19,NA,NA,NA,NA,9,2002.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2003,8,-69.97827801,41.76401181,270197,NA,9.144,10.5,3.24,3,11.3,0.3,2.70249387383038,1.55,736.75242,40.27,18.69,52.6,1.3,NA,NA,59.32,NA,57.44,NA,NA,NA,NA,NA,NA,6.27,2.71,NA,NA,NA,NA,9,2003.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2004,8,-69.97827801,41.76401181,262445,NA,9.144,10.5,3.2,4,13.35,0.85,7.89071113977892,130.87,3362.5184355,157.035,9.9,240.065,5.07,NA,NA,52.395,NA,75.65,NA,NA,NA,NA,NA,NA,6.4,28.295,NA,NA,NA,NA,9,2004.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2005,8,-69.97827801,41.76401181,254701,NA,9.144,10.5,5.23,4,NA,NA,NA,197.36,6083.670078,662.84,18.18,434.34,21.4,NA,NA,59.05,NA,97.83,NA,NA,NA,NA,NA,NA,6.85,303.55,NA,NA,NA,NA,9,2005.75,43.74530629,14,30,2,2,4,4,4,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2010,9,-69.97827801,41.76401181,258418,NA,9.144,10.5,3.3,6,10.6,0.8,7.09506554613849,22.9,910.295433,47.36,20.84,64.99,1.53,NA,NA,60.39,NA,59.78,NA,NA,NA,NA,NA,NA,6.31,55.41,NA,NA,NA,NA,9,2010.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2018,8,-69.97827801,41.76401181,339568,NA,9.144,10.5,3.45,5,11.9,0.28,2.55591230482928,43.8,667.419255,39.03,129.61,47.65,1.26,NA,NA,78.32,NA,56.99,NA,NA,NA,NA,NA,NA,6.34,0.03,NA,NA,NA,NA,9,2018.75,43.74530629,14,30,2,2,2,2,2,2,2,2,2,2
"OR-176-01 / Pilgrim Lake","Nauset","Deep","Stratified","Large","Medium","P-limited",2023,8.2,-69.97827801,41.76401181,357801,NA,9.144,10.5,2.35,3,11.49,0,0,28.09,1624.7772,NA,30.5,116,0.79,NA,74.4,NA,NA,NA,0,0,0,0.18,-146.5,NA,6.33,12.13,0.1,202.48,131.62,NA,8,2023.66666666667,43.74530629,14,30,2,2,2,2,2,2,2,4,2,2
"BR-177-01 / Myricks Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2001,4,-70.07807736,41.76713808,271240,NA,4.9999392,5,2,1,16.4,0.09,0.9035650299452,8.92,1752.23817,211.55,63.43,125.1,6.83,NA,NA,71.31,NA,81.36,NA,NA,NA,NA,NA,NA,6.47,16.73,NA,NA,NA,NA,9,2001.75,4.43099732,7,16.404,2,2,2,2,2,2,2,2,2,2
"BR-177-01 / Myricks Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2004,4.5,-70.07807736,41.76713808,260933,NA,4.9999392,5,3.01,1,14.4,0.25,2.408056086538,32.09,988.312752,79.29,230.72,70.56,2.56,NA,NA,83.98,NA,67.21,NA,NA,NA,NA,NA,NA,6.19,30.95,NA,NA,NA,NA,8,2004.66666666667,4.43099732,7,16.404,2,2,2,2,2,2,2,2,2,2
"BR-177-01 / Myricks Pond","Monomoy","Deep","Stratified","Very Small","Low","P-limited",2005,3.75,-70.07807736,41.76713808,253792,NA,4.9999392,5,2.65,1,11.9,0.44,4.01650981211931,30.47,1152.891477,167.26,123.13,82.31,5.4,NA,NA,77.82,NA,77.97,NA,NA,NA,NA,NA,NA,6.09,1.82,NA,NA,NA,NA,8,2005.66666666667,4.43099732,7,16.404,2,2,2,2,2,2,2,2,2,2
