"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","params","param_years","last_year","param_last_values","program"
"OR-123-01","Reubens Pond",15,1,2,1.13,"2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","15, 14, 15, 15, 1, 13, 14, 14, 14, 14, 14, 1, 14, 14, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"1.2, 0.45, 17.71, 7.37, 76.75, NA, NA, 169.74, NA, NA, NA, NA, 78.19, 78.22, 71.51, NA, 7.24, NA, 70.33, 7.37, 76.75, NA, NA, 5.87, NA, NA, NA, 0.03, NA, NA, 0.04, 126, NA, 4.09, NA, NA, 133.03, 64.26","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"OR-136-01","Bolands Pond",17,15,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","15, 15, 15, 15, 17, 17, 17, 17, 17, 17, 2, 17, 17, 15, 17, 2",2019,"6, 0.75, 21.5, 9.42, NA, NA, 67.21, NA, NA, NA, NA, 64.83, 70.1, 64.15, NA, NA","Pond and Lake Stewards"
"OR-142-01","Uncle Harveys Pond",16,15,2,1.31,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 2, 16, 16, 15, 16, 2",2019,"6.5, 2.3, 17.2, 9.51, NA, NA, 14.4, NA, NA, NA, NA, 32.38, 53.47, 49.4, NA, NA","Pond and Lake Stewards"
"OR-147-01","Kettle Pond",12,7,2,1.25,"2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2013, 2014, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 12, 11, 11, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1",2019,"2.85, 0.33, 15.3, 4.4, NA, NA, 131.64, NA, NA, NA, NA, 62.13, 43.97, 77.64, NA, NA","Pond and Lake Stewards"
"BR-162-01","Owl Pond",12,12,1,1,"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1",2016,"8.1, 5.8, 23.4, 5.92, NA, NA, 30.04, NA, NA, NA, NA, 53.21, 44.93, 34.67, NA, NA","Pond and Lake Stewards"
"OR-167-01","Bakers Pond",17,17,2,1.24,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 2, 17, 17, 17, 17, 2",2019,"18.5, 6.3, 14.9, 10.11, NA, NA, 6.5, NA, NA, NA, NA, 31.14, 21.85, 33.48, NA, NA","Pond and Lake Stewards"
"OR-171-01","Chigger Pond",2,1,2,1.5,"2004, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2005,"0.88, 0.43, 21.1, 2.95, NA, NA, 68.45, NA, NA, NA, 65.09, 48.06, 72.16, NA","Pond and Lake Stewards"
"OR-174-01","Gould Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 2, 17, 17, 17, 17, 2",2019,"4.3, 2.48, 17.7, 8.52, NA, NA, 6.97, NA, NA, NA, NA, 26.59, 45.06, 47.91, NA, NA","Pond and Lake Stewards"
"OR-176-01","Pilgrim Lake",16,16,2,1.38,"2001, 2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","16, 15, 16, 16, 1, 15, 15, 15, 15, 15, 15, 2, 15, 15, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1",2023,"9.95, 3, 16.87, 10.13, 104.42, NA, NA, 8.98, NA, NA, NA, NA, 26.01, 48.1, 45.42, NA, 12.82, NA, 4.07, 10.13, 104.42, NA, NA, 7.35, NA, NA, NA, 0.06, NA, NA, 0.08, 27.85, NA, 0.53, NA, NA, 121.22, 118.98","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BR-177-01","Myricks Pond",13,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 1",2016,"4.45, 1.4, 24, 8.9, NA, NA, 23.54, NA, NA, NA, NA, 49.7, 69.02, 55.15, NA, NA","Pond and Lake Stewards"
"BR-179-01","Cobbs Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"2.63, 1.71, 23.5, 8.91, NA, NA, 42.12, NA, NA, NA, NA, 58.09, 62.77, 52.31, NA, NA","Pond and Lake Stewards"
"BR-180-01","Blueberry Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 13, 14, 1",2016,"7.32, 3.07, 23.8, 8.46, NA, NA, 16.73, NA, NA, NA, NA, 44.77, 55.31, 43.86, NA, NA","Pond and Lake Stewards"
"BR-1028-01","Cliff Pond",14,14,2,1.07,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"25.38, 3.22, 24.1, 9.02, NA, NA, 10.53, NA, NA, NA, NA, 38.1, 43.85, 43.17, NA, NA","Pond and Lake Stewards"
"BR-192-01","Little Cliff Pond",14,14,2,1.07,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"9.91, 4.18, 23.7, 7.88, NA, NA, 14.25, NA, NA, NA, NA, 42.46, 43.14, 39.41, NA, NA","Pond and Lake Stewards"
"DE-201-01","Coles Pond",15,5,2,1.2,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","14, 13, 15, 15, 1, 13, 14, 14, 14, 14, 13, 1, 14, 14, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"1.1, 1.1, 18.42, 9.34, 99.3, NA, NA, 10.53, NA, NA, NA, NA, 38.1, 47.6, 58.63, NA, 3.8, NA, 0.98, 9.34, 99.3, NA, NA, 6.02, NA, NA, NA, 0.06, NA, NA, 78.47, 27.4, NA, 0.3, NA, NA, 187.85, 120.72","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BR-202-01","Eel Pond",6,6,1,1,"2004, 2005, 2006, 2007, 2008, 2009","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6",2009,"3.57, 2.74, 20.7, 8.02, NA, NA, 36.46, NA, NA, NA, 56.01, 59.41, 45.48, NA","Pond and Lake Stewards"
"OR-203-01","Wash Pond",9,8,1,1,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9",2009,"2.86, 1.47, 19.1, 5.03, NA, NA, 21.7, NA, NA, NA, 48.52, 59.74, 54.45, NA","Pond and Lake Stewards"
"BR-205-01","Schoolhouse Pond",14,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 1, 14, 14, 13, 14, 1",2016,"2.64, 1.63, 20.2, 6.42, NA, NA, 45.53, NA, NA, NA, NA, 59.21, 60.46, 52.96, NA, NA","Pond and Lake Stewards"
"BR-225-01","Smith Pond",11,11,1,1,"2001, 2003, 2004, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 1",2016,"2.7, 2.35, 23.7, 6.47, NA, NA, 29.43, NA, NA, NA, NA, 52.92, 55.88, 47.69, NA, NA","Pond and Lake Stewards"
"OR-228-01","Uncle Israels Pond",17,5,2,1.18,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 2, 17, 17, 17, 17, 2",2019,"1.25, 0.55, 15.85, 6.95, NA, NA, 67.67, NA, NA, NA, NA, 52.34, 55.58, 68.53, NA, NA","Pond and Lake Stewards"
"DE-236-01","Scargo Lake",17,17,2,1.18,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, pH, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","17, 16, 17, 17, 1, 1, 16, 16, 16, 15, 16, 15, 1, 16, 16, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"14.35, 1.88, 12.33, 11.27, 104.43, NA, NA, NA, 14.56, NA, NA, NA, NA, 42.77, 51.05, 50.94, NA, 12.38, NA, 1.87, 11.27, 104.43, NA, NA, 7.36, NA, NA, NA, 0.08, NA, NA, 52.48, 22.1, NA, 0.38, NA, NA, 271.19, 162.59","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BR-240-01","Sheep Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"18, 7, 24.1, 8.21, NA, NA, 9.91, NA, NA, NA, NA, 37.22, 36.84, 31.96, NA, NA","Pond and Lake Stewards"
"BR-245-01","Lower Mill Pond",14,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 1, 14, 14, 13, 14, 1",2016,"3.5, 1.15, 24, 6.6, NA, NA, 31.28, NA, NA, NA, NA, 53.8, 60.51, 57.99, NA, NA","Pond and Lake Stewards"
"OR-247-01","Twinings Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 2, 17, 17, 17, 17, 2",2019,"4.35, 3.42, 18.25, 8.62, NA, NA, 10.68, NA, NA, NA, NA, 27.34, 45.23, 43.07, NA, NA","Pond and Lake Stewards"
"BR-248-01","Griffiths Pond",14,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, pH, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 1, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"3.6, 2.35, 23.6, 8.36, NA, NA, NA, 27.88, NA, NA, NA, NA, 52.14, 58.44, 47.69, NA, NA","Pond and Lake Stewards"
"OR-249-01","Sarahs Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 2, 17, 17, 17, 17, 2",2019,"5.05, 1.7, 17.85, 9.68, NA, NA, 30.05, NA, NA, NA, NA, 39.92, 56.01, 53.92, NA, NA","Pond and Lake Stewards"
"OR-253-01","Shoal Pond",17,15,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 16, 17, 17, 2, 17, 17, 17, 17, 2",2019,"2.15, 1.2, 16.85, 5.56, NA, NA, 20.13, NA, NA, NA, NA, 35.98, 50.8, 59.07, NA, NA","Pond and Lake Stewards"
"OR-256-01","Meadow Bog Pond",16,12,2,1.31,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","16, 16, 16, 16, 16, 16, 16, 15, 16, 15, 2, 16, 16, 16, 15, 2",2019,"1.7, 1.34, 17.45, 7.56, NA, NA, 3.72, NA, NA, NA, NA, 23.09, 43.98, 56.06, NA, NA","Pond and Lake Stewards"
"OR-262-01","Deep Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, pH, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 1, 17, 17, 17, 16, 17, 17, 2, 17, 17, 17, 17, 2",2019,"5.7, 1.89, 17.95, 7.88, NA, NA, NA, 10.53, NA, NA, NA, NA, 29.93, 49.93, 50.88, NA, NA","Pond and Lake Stewards"
"OR-264-01","Uncle Seths Pond",17,17,2,1.29,"2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 2, 17, 17, 17, 17, 2",2019,"3.2, 2.42, 17.15, 7.62, NA, NA, 10.07, NA, NA, NA, NA, 33.3, 45.84, 47.4, NA, NA","Pond and Lake Stewards"
"BR-269-01","Canoe Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 1, 14, 14, 14, 14, 1",2016,"4, 3.03, 22.8, 7.6, NA, NA, 18.58, NA, NA, NA, NA, 46.29, 48.48, 44.05, NA, NA","Pond and Lake Stewards"
"BR-279-01","Long Pond",14,14,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","14, 11, 14, 14, 1, 13, 13, 13, 13, 13, 13, 13, 13, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"20.1, 5, 14.71, 10.65, 104.33, NA, NA, 15.49, NA, NA, NA, 43.66, 51.67, 36.81, NA, 3.92, NA, 0.99, 10.65, 104.33, NA, NA, 7.36, NA, NA, NA, 0.05, NA, NA, 64.79, 12.4, NA, 0.81, NA, 217.69, 99.68","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"DE-281-01","Cedar Pond",13,13,2,1.23,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13",2015,"3.5, 2.53, 26.6, 4.6, NA, NA, 16.11, NA, NA, NA, 44.23, 52.87, 46.65, NA","Pond and Lake Stewards"
"BR-299-01","Cahoon Pond",13,12,1,1,"2001, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 1",2016,"4.1, 4.05, 23.2, 6.84, NA, NA, 10.53, NA, NA, NA, NA, 38.1, 31.53, 39.84, NA, NA","Pond and Lake Stewards"
"BR-305-01","Greenland Pond",13,13,1,1,"2001, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 13, 13, 13, 13, 13, 12, 1, 13, 13, 13, 12, 1",2016,"3.92, 3.42, 25.1, 8.33, NA, NA, 13.32, NA, NA, NA, NA, 41.49, 45.97, 42.28, NA, NA","Pond and Lake Stewards"
"BR-314-01","Smalls Pond",13,13,1,1,"2001, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 13, 13, 13, 13, 12, 12, 12, 13, 13, 1, 12, 13, 13, 13, 1",2016,"3.18, 1.86, 23.6, 7.51, NA, NA, 21.99, NA, NA, NA, NA, 48.72, 61.53, 51.06, NA, NA","Pond and Lake Stewards"
